review,label,phrase,sentiment
"Very neat clean and spacious hotel..... The hotel is at main road, at a location visible from all around. Nice entrance, rooms were very good. The manager and the staff was helpful. Nice Cozy place, in house restaurant Good Food.",9,Clean Hotel,positive
"Very neat clean and spacious hotel..... The hotel is at main road, at a location visible from all around. Nice entrance, rooms were very good. The manager and the staff was helpful. Nice Cozy place, in house restaurant Good Food.",9,Spacious Hotel,positive
"Very neat clean and spacious hotel..... The hotel is at main road, at a location visible from all around. Nice entrance, rooms were very good. The manager and the staff was helpful. Nice Cozy place, in house restaurant Good Food.",9,Main Road Location,positive
"Very neat clean and spacious hotel..... The hotel is at main road, at a location visible from all around. Nice entrance, rooms were very good. The manager and the staff was helpful. Nice Cozy place, in house restaurant Good Food.",9,Visible Location,positive
"Very neat clean and spacious hotel..... The hotel is at main road, at a location visible from all around. Nice entrance, rooms were very good. The manager and the staff was helpful. Nice Cozy place, in house restaurant Good Food.",9,Nice Entrance,positive
"Very neat clean and spacious hotel..... The hotel is at main road, at a location visible from all around. Nice entrance, rooms were very good. The manager and the staff was helpful. Nice Cozy place, in house restaurant Good Food.",9,Very Good Rooms,positive
"Very neat clean and spacious hotel..... The hotel is at main road, at a location visible from all around. Nice entrance, rooms were very good. The manager and the staff was helpful. Nice Cozy place, in house restaurant Good Food.",9,Helpful Manager,positive
"Very neat clean and spacious hotel..... The hotel is at main road, at a location visible from all around. Nice entrance, rooms were very good. The manager and the staff was helpful. Nice Cozy place, in house restaurant Good Food.",9,Helpful Staff,positive
"Very neat clean and spacious hotel..... The hotel is at main road, at a location visible from all around. Nice entrance, rooms were very good. The manager and the staff was helpful. Nice Cozy place, in house restaurant Good Food.",9,Cozy Place,positive
"Very neat clean and spacious hotel..... The hotel is at main road, at a location visible from all around. Nice entrance, rooms were very good. The manager and the staff was helpful. Nice Cozy place, in house restaurant Good Food.",9,Good Food,positive
Nice experience while short stay. The rooms are good and price are reasonable r its ok because the rooms are well maintained. Behaviour of the staff is quite nice.,9,Nice Experience,positive
Nice experience while short stay. The rooms are good and price are reasonable r its ok because the rooms are well maintained. Behaviour of the staff is quite nice.,9,Good Rooms,positive
Nice experience while short stay. The rooms are good and price are reasonable r its ok because the rooms are well maintained. Behaviour of the staff is quite nice.,9,Reasonable Price,positive
Nice experience while short stay. The rooms are good and price are reasonable r its ok because the rooms are well maintained. Behaviour of the staff is quite nice.,9,Well Maintained Rooms,positive
Nice experience while short stay. The rooms are good and price are reasonable r its ok because the rooms are well maintained. Behaviour of the staff is quite nice.,9,Nice Staff Behavior,positive
"The rooms are spacious and have nice finish. Overall Neat & Clean property and Clean Amenities like linen, towels etc. Food is good. Good for overnight stay.",9,Spacious Rooms,positive
"The rooms are spacious and have nice finish. Overall Neat & Clean property and Clean Amenities like linen, towels etc. Food is good. Good for overnight stay.",9,Nice Finish,positive
"The rooms are spacious and have nice finish. Overall Neat & Clean property and Clean Amenities like linen, towels etc. Food is good. Good for overnight stay.",9,Neat Property,positive
"The rooms are spacious and have nice finish. Overall Neat & Clean property and Clean Amenities like linen, towels etc. Food is good. Good for overnight stay.",9,Clean Property,positive
"The rooms are spacious and have nice finish. Overall Neat & Clean property and Clean Amenities like linen, towels etc. Food is good. Good for overnight stay.",9,Clean Amenities,positive
"The rooms are spacious and have nice finish. Overall Neat & Clean property and Clean Amenities like linen, towels etc. Food is good. Good for overnight stay.",9,Good Food,positive
"The rooms are spacious and have nice finish. Overall Neat & Clean property and Clean Amenities like linen, towels etc. Food is good. Good for overnight stay.",9,Good for Overnight,positive
The location and food were very good. The hotel was clean.,7,Good Location,positive
The location and food were very good. The hotel was clean.,7,Very Good Food,positive
The location and food were very good. The hotel was clean.,7,Clean Hotel,positive
"The Location is Excellent: Very near to the airport. Taxis are easily available (I tried at 3.45AM). I requested front desk for a quiet room and I was provided room on ground floor, which was clean and quiet at night. The AC was working well and hot water was available too. The washroom was clean too. Had a good sleep, as had to catch an early morning flight. Recommend this property to the travelers seeking a short stay for flights. The only negative is that the Airtel signals were very poor in the room and had to go out for a call. But, maybe the other networks work well.",9,Excellent Location,positive
